movie_title,movie_id,imdb_link,imdb_score,movie_budget,release_day,release_month,release_year,duration,language,country,maturity_rating,aspect_ratio,distributor,nb_news_articles,director,actor1,actor1_star_meter,actor2,actor2_star_meter,actor3,actor3_star_meter,colour_film,genres,nb_faces,plot_keywords,action,adventure,scifi,thriller,musical,romance,western,sport,horror,drama,war,animation,crime,movie_meter_IMDBpro,cinematographer,production_company
Mr. Holland's Opus,305,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,7.3,6500000,19,Jan,1996,143,English,USA,PG,2.35,Buena Vista Pictures,64,Stephen Herek,Alicia Witt,1300,Olympia Dukakis,7159,Jean Louisa Kelly,4003,Color,Drama|Music,1,1990s|high school|high school teacher|teacher inspires students|teaching,0,0,0,0,1,0,0,0,0,1,0,0,0,5177,Oliver Wood,Hollywood Pictures
Ex Machina,307,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,7.7,15000000,24,Apr,2015,108,English,UK,R,2.35,A24,1756,Alex Garland,Elina Alminas,33691,Sonoya Mizuno,3,Corey Johnson,11608,Black and White,Drama|Mystery|Sci-Fi|Thriller,0,artificial intelligence|robot|robot human relationship|turing test|video surveillance,0,0,1,1,0,0,0,0,0,1,0,0,0,463,Rob Hardy,Universal Pictures International (UPI)
The Bounty Hunter,308,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,5.5,40000000,19,Mar,2010,110,English,USA,PG-13,2.35,Columbia Pictures Corporation,1434,Andy Tennant,Gerard Butler,371,Dorian Missick,12763,Peter Greene,5536,Color,Action|Comedy|Romance,1,bounty hunter|death|murder|police officer|reporter,1,0,0,0,0,1,0,0,0,0,0,0,0,6249,Oliver Bokelberg,Columbia Pictures Corporation
Pootie Tang,313,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,5.2,3000000,29,Jun,2001,81,English,USA,PG-13,1.85,Paramount Pictures,114,Louis C.K.,Wanda Sykes,7584,J.B. Smoove,7494,Robert Vaughn,5651,Color,Action|Adventure|Comedy|Musical,0,based on sketch comedy|corporation|cult film|evil corporation|sex,1,1,0,0,1,0,0,0,0,0,0,0,0,9565,Willy Kurant,Paramount Pictures
Star Trek III: The Search for Spock,321,http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1,6.6,17000000,1,Jun,1984,105,English,USA,PG,2.35,Paramount Pictures,165,Leonard Nimoy,Leonard Nimoy,3828,Nichelle Nichols,6150,Walter Koenig,9685,Color,Action|Adventure|Sci-Fi,1,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,1,1,1,0,0,0,0,0,0,0,0,0,0,6221,Charles Correll,Paramount Pictures
10 Cloverfield Lane,322,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,7.3,15000000,11,Mar,2016,104,English,USA,PG-13,2.35,Paramount Pictures,173,Dan Trachtenberg,Bradley Cooper,9,John Gallagher Jr.,2811,Sumalee Montano,9647,Color,Drama|Horror|Mystery|Sci-Fi|Thriller,0,alien|bunker|car crash|kidnapping|minimal cast,0,0,1,1,0,0,0,0,1,1,0,0,0,529,Jeff Cutter,Paramount Pictures
The Untouchables,324,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,7.9,25000000,3,Jun,1987,119,English,USA,R,2.35,Paramount Pictures,532,Brian De Palma,Robert De Niro,379,Billy Drago,7460,Charles Martin Smith,5852,Color,Crime|Drama|Thriller,1,corrupt judge|tax evasion|tough cop|white suit|year 1930,0,0,0,1,0,0,0,0,0,1,0,0,1,1748,Stephen H. Burum,Paramount Pictures
Appaloosa,325,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,6.8,20000000,3,Oct,2008,115,English,USA,R,2.35,New Line Cinema,190,Ed Harris,Viggo Mortensen,719,James Gammon,9076,Tom Bower,12184,Color,Crime|Drama|Western,0,deputy|friend|hanging|rancher|widow,0,0,0,0,0,0,1,0,0,1,0,0,1,5886,Dean Semler,New Line Cinema
Tracker,337,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,6.5,6500000,19,Jan,2010,102,English,New Zealand,R,2.35,Mercury Entertainment,4,Ian Sharp,Ray Winstone,3521,Jed Brophy,17292,Temuera Morrison,4731,Color,Action|Adventure|Drama|Western,0,one word title,1,1,0,0,0,0,1,0,0,1,0,0,0,60683,multiple,Tracker Productions
Florence Foster Jenkins,340,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,7.1,29000000,12,Aug,2016,110,English,UK,PG-13,2.35,Path International,641,Stephen Frears,Meryl Streep,559,Nina Arianda,4916,John Sessions,15321,Color,Biography|Comedy|Drama|Music|Romance,3,heiress|opera singer|platonic marriage|singer|singing,0,0,0,0,1,1,0,0,0,1,0,0,0,4112,Danny Cohen,Qwerty Films
Tank Girl,351,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,5.2,25000000,16,Mar,1995,104,English,USA,R,2.35,United Artists,235,Rachel Talalay,Naomi Watts,52,Lori Petty,686,Jeff Kober,3075,Color,Action|Comedy|Sci-Fi,0,2030s|21st century|desert|jet|tank,1,0,1,0,0,0,0,0,0,0,0,0,0,2418,Gale Tattersall,Trilogy Entertainment Group
Licence to Kill,353,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,6.6,32000000,14,Jul,1989,133,English,UK,PG-13,2.35,United Artists,277,John Glen,Robert Davi,4222,Talisa Soto,3165,Anthony Zerbe,8276,Color,Action|Adventure|Thriller,0,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,1,1,0,1,0,0,0,0,0,0,0,0,0,3755,Alec Mills,Danjaq
Shanghai Noon,356,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,6.6,55000000,26,May,2000,110,English,USA,PG-13,2.35,Buena Vista Pictures,208,Tom Dey,Xander Berkeley,3509,Jason Connery,5708,Kate Luyben,5956,Color,Action|Adventure|Comedy|Western,2,19th century|chinese|princess|rescue|travel,1,1,0,0,0,0,1,0,0,0,0,0,0,7137,Dan Mindel,Touchstone Pictures
Boyhood,357,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,8,4000000,15,Aug,2014,165,English,USA,R,1.85,Cinetic Media,3497,Richard Linklater,Ellar Coltrane,7546,Lorelei Linklater,10045,Libby Villari,77239,Color,Drama,0,12 year time span|coming of age|domestic abuse|growing up|separated parents,0,0,0,0,0,0,0,0,0,1,0,0,0,2308,multiple,IFC Productions
The Others,362,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,7.6,17000000,1,Jun,2001,101,English,USA,PG-13,1.85,Twentieth Century Fox,36,Alejandro AmenÌÄåÁbar,Fionnula Flanagan,5241,Elaine Cassidy,2908,Eric Sykes,14207,Color,Fantasy|Horror|Thriller,0,curtain|haunting|mansion|mute|xeroderma pigmentosum,0,0,0,1,0,0,0,0,1,0,0,0,0,17148,Robert Surtees,Benchmark
Stripes,363,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,6.9,10000000,26,Jun,1981,117,English,USA,R,1.85,Columbia Pictures Corporation,371,Ivan Reitman,Bill Murray,1278,Harold Ramis,2927,Judge Reinhold,3155,Color,Action|Comedy|War,1,army|boot camp|breasts|graduation|rescue,1,0,0,0,0,0,0,0,0,0,1,0,0,3701,Bill Butler,Columbia Pictures Corporation
Stone Cold,367,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,5.9,17000000,17,May,1991,88,English,USA,R,1.85,Columbia Pictures Corporation,833,Craig R. Baxley,Brian Bosworth,13801,Sam McMurray,3911,Richard Gant,12737,Color,Action|Crime|Drama|Thriller,1,biker|biker gang|fbi|mississippi|undercover,1,0,0,1,0,0,0,0,0,1,0,0,1,14298,Alexander Gruszynski,Stone Group Pictures
Bangkok Dangerous,377,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,5.4,40000000,5,Sep,2008,99,English,USA,R,1.85,GK Films,368,Danny Pang,Nicolas Cage,133,Charlie Yeung,25470,James With,134045,Color,Action|Crime|Thriller,1,deaf|hitman|nightclub|pickpocket|rules of profession,1,0,0,1,0,0,0,0,0,0,0,0,1,10212,Decha Srimantra,Initial Entertainment Group (IEG)
Miss Congeniality,378,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,6.2,45000000,22,Dec,2000,109,English,USA,PG-13,1.85,Warner Bros.,427,Donald Petrie,Candice Bergen,354,Wendy Raquel Robinson,13494,Heather Burns,4617,Color,Action|Comedy|Crime|Romance,1,beauty pageant|fbi|female agent|pageant|undercover,1,0,0,0,0,1,0,0,0,0,0,0,1,2843,Laa1szlab3 Kovaa1cs,Castle Rock Entertainment
Friends with Benefits,385,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,6.6,35000000,22,Jul,2011,109,English,USA,R,2.35,Screen Gems,1777,Will Gluck,Mila Kunis,376,Justin Timberlake,2481,Masi Oka,5710,Color,Comedy|Romance,2,blow job|female rear nudity|girl in panties|male objectification|no panties,0,0,0,0,0,1,0,0,0,0,0,0,0,2051,Michael Grady,Screen Gems
Nightcrawler,387,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,7.9,8500000,6,Oct,2014,117,English,USA,R,2.35,Sierra / Affinity,2171,Dan Gilroy,Jake Gyllenhaal,170,Michael Papajohn,15043,James Huang,87042,Color,Crime|Drama|Thriller,1,employer employee relationship|ethics|journalism|sociopath|tv news,0,0,0,1,0,0,0,0,0,1,0,0,1,1153,Robert Elswit,Bold Films
42,401,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,7.5,40000000,12,Apr,2013,128,English,USA,PG-13,2.35,Warner Bros.,18,Brian Helgeland,Harrison Ford,413,Christopher Meloni,1401,Nicole Beharie,3971,Color,Biography|Drama|Sport,0,baseball|baseball player|brooklyn dodgers|major league baseball|racism,0,0,0,0,0,0,0,1,0,1,0,0,0,5008,Don Burgess,Warner Bros.
The Ladykillers,402,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,6.2,35000000,26,Mar,2004,104,English,USA,R,1.85,Buena Vista Pictures,147,Ethan Coen,J.K. Simmons,1304,Tom Hanks,86,Stephen Root,2450,Color,Comedy|Crime|Thriller,1,casino|irony of fate|landlady|professor|remake,0,0,0,1,0,0,0,0,0,0,0,0,1,7338,Roger Deakins,Touchstone Pictures
Chocolat,403,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,7.3,25000000,19,Jan,2001,121,English,UK,PG-13,1.85,Miramax,493,Lasse HallstrÌÄå_m,Lena Olin,2835,Leslie Caron,5960,Hugh O'Conor,16630,Color,Drama|Romance,1,chocolate|chocolate shop|food|france|village,0,0,0,0,0,1,0,0,0,1,0,0,0,3408,Roger Pratt,Miramax
Southland Tales,404,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,5.5,17000000,22,Sep,2007,160,English,France,R,2.35,Destination Films,510,Richard Kelly,Janeane Garofalo,2419,Curtis Armstrong,6302,Chris Andrew Ciulla,162110,Color,Comedy|Mystery|Sci-Fi|Thriller,6,amnesia|boxer|conspiracy|police|porn star,0,0,1,1,0,0,0,0,0,0,0,0,0,5133,Steven Poster,Universal Pictures
Letters to Juliet,416,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,6.5,30000000,14,May,2010,105,English,USA,PG,2.35,Summit Entertainment,731,Gary Winick,Vanessa Redgrave,1992,Marcia DeBonis,19829,Luisa Ranieri,23972,Color,Comedy|Drama|Romance,1,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,0,0,0,0,0,1,0,0,0,1,0,0,0,4824,Marco Pontecorvo,Summit Entertainment
Queen of the Damned,418,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,5.2,35000000,22,Feb,2002,101,English,USA,R,2.35,Warner Bros.,344,Michael Rymer,Aaliyah,5396,Lena Olin,2835,Bruce Spence,4974,Color,Drama|Fantasy|Horror,2,fatal attraction|interspecies romance|queen|supernatural power|vampire,0,0,0,0,0,0,0,0,1,1,0,0,0,3238,Ian Baker,Warner Bros.
High Crimes,420,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,6.3,42000000,5,Apr,2002,115,English,USA,PG-13,2.35,Twentieth Century Fox,71,Carl Franklin,Morgan Freeman,856,Adam Scott,1227,Bruce Davison,5997,Color,Crime|Drama|Mystery|Thriller,1,defense lawyer|lawyer|marine|murder|villager,0,0,0,1,0,0,0,0,0,1,0,0,1,6369,Theo van de Sande,Twentieth Century Fox
Wag the Dog,426,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,7.1,15000000,9,Jan,1998,97,English,USA,R,1.85,New Line Cinema,291,Barry Levinson,Robert De Niro,379,Kirsten Dunst,345,John Michael Higgins,5179,Color,Comedy|Drama,0,death|election|hollywood|president|scandal,0,0,0,0,0,0,0,0,0,1,0,0,0,9061,Robert Richardson,Baltimore Pictures
No Strings Attached,429,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,6.2,25000000,21,Jan,2011,108,English,USA,R,2.35,Paramount Pictures,2141,Ivan Reitman,Natalie Portman,264,Greta Gerwig,1798,Mindy Kaling,1501,Color,Comedy|Romance,1,ex girlfriend|funeral|hospital|male objectification|summer camp,0,0,0,0,0,1,0,0,0,0,0,0,0,1954,Rogier Stoffers,Paramount Pictures
EuroTrip,435,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,6.6,25000000,20,Feb,2004,93,English,USA,R,1.85,DreamWorks Distribution,74,Jeff Schaffer,Matt Damon,150,Scott Mechlowicz,5814,Jacob Pitts,2441,Color,Comedy,5,female frontal nudity|male frontal nudity|nudist|nudity|public nudity,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,David Eggby,DreamWorks
Michael Clayton,439,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,7.3,25000000,12,Oct,2007,119,English,USA,R,2.35,Warner Bros.,985,Tony Gilroy,Tom Wilkinson,4548,Denis O'Hare,2168,Sydney Pollack,5713,Color,Crime|Drama|Mystery|Thriller,0,attorney|debt|fixer|law|law firm,0,0,0,1,0,0,0,0,0,1,0,0,1,6084,Robert Elswit,Samuels Media
An Ideal Husband,443,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,6.9,14000000,30,Jun,1999,97,English,UK,PG-13,1.85,AMBI Group,84,Oliver Parker,Minnie Driver,1452,Rupert Everett,1635,Jeremy Northam,4703,Color,Comedy|Romance,3,bachelor|blackmail|character says i love you|flirting|social satire,0,0,0,0,0,1,0,0,0,0,0,0,0,13310,David Johnson,Arts Council of England
"Me, Myself & Irene",451,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,6.5,51000000,23,Jun,2000,116,English,USA,R,1.85,Twentieth Century Fox,14,Bobby Farrelly,Robert Forster,3834,Tony Cox,11546,Rob Moran,20024,Color,Comedy,1,dissociative identity disorder|limousine|multiple personality|police|rhode island,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,Mark Irwin,Twentieth Century Fox
The Contender,454,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,7,20000000,26,Oct,2000,126,English,USA,R,1.85,Entertainment & Sports Programming Network (ESPN),70,Rod Lurie,Jeff Bridges,411,Gary Oldman,593,William Petersen,5145,Color,Drama|Thriller,0,bridge|governor|political thriller|president|vice president,0,0,0,1,0,0,0,0,0,1,0,0,0,28423,multiple,DreamWorks
The Skeleton Key,456,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,6.5,43000000,12,Aug,2005,104,English,USA,PG-13,2.35,Universal Pictures,113,Iain Softley,Gena Rowlands,4361,Deneen Tyler,42074,Joy Bryant,2240,Black and White,Horror|Mystery|Thriller,0,attic|bound and gagged|hoodoo|secret|southern gothic,0,0,0,1,0,0,0,0,1,0,0,0,0,5324,Dan Mindel,Universal Pictures
Mr. Deeds,463,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,5.8,50000000,28,Jun,2002,96,English,USA,PG-13,1.85,Columbia Pictures Corporation,162,Steven Brill,Steve Buscemi,1366,Adam Sandler,383,Peter Gallagher,3327,Color,Comedy|Romance,1,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,0,0,0,0,0,1,0,0,0,0,0,0,0,6395,Peter Lyons Collister,Columbia Pictures Corporation
Leap Year,468,http://www.imdb.com/title/tt1216492/?ref_=fn_tt_tt_1,6.4,19000000,8,Jan,2010,100,English,USA,PG,2.35,Universal Pictures,797,Anand Tucker,Adam Scott,1227,Kaitlin Olson,1707,Dominique McElligott,3718,Color,Comedy|Romance,2,ireland|irish|journey|tradition|travel,0,0,0,0,0,1,0,0,0,0,0,0,0,1904,Newton Thomas Sigel,Universal Pictures
Be Kind Rewind,470,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,6.4,20000000,22,Feb,2008,102,English,UK,PG-13,2.35,Focus Features International (FFI),399,Michel Gondry,Quinton Aaron,3960,Mia Farrow,3324,Melonie Diaz,3742,Color,Comedy,2,friend|power plant|sabotage|store clerk|video store,0,0,0,0,0,0,0,0,0,0,0,0,0,9929,Ellen Kuras,New Line Cinema
Fear and Loathing in Las Vegas,472,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,7.7,18500000,22,May,1998,118,English,USA,R,2.35,Summit Entertainment,858,Terry Gilliam,Johnny Depp,121,Michael Jeter,6088,Ellen Barkin,1303,Color,Adventure|Comedy|Drama,0,american dream|convertible|drugs|journalist|lawyer,0,1,0,0,0,0,0,0,0,1,0,0,0,1312,Nicola Pecorini,Fear and Loathing LLC
Garden State,488,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,7.6,2500000,20,Aug,2004,102,English,USA,R,2.35,Fox Searchlight Pictures,53,Zach Braff,Armando Riesco,24304,Michael Weston,5364,Jill Flint,4802,Color,Comedy|Drama|Romance,3,actor|doctor|drugs|home|pain,0,0,0,0,0,1,0,0,0,1,0,0,0,3104,Lawrence Sher,Camelot Pictures
The Game,498,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,7.8,50000000,12,Sep,1997,129,English,USA,R,2.35,Polygram Filmed Entertainment,410,David Fincher,Deborah Kara Unger,2985,Armin Mueller-Stahl,11273,Charles Martinet,22256,Color,Drama|Mystery|Thriller,1,birthday|falling through a glass roof|game|hitchcockian|suicide,0,0,0,1,0,0,0,0,0,1,0,0,0,1380,Harris Savides,Polygram Filmed Entertainment
The Thin Red Line,500,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,7.6,52000000,15,Jan,1999,215,English,USA,R,2.35,The Criterion Collection,1108,Terrence Malick,Nick Stahl,5558,Miranda Otto,2168,Dash Mihok,6228,Color,Drama|War,0,battle|hill|jungle|multiple perspectives|tropical island,0,0,0,0,0,0,0,0,0,1,1,0,0,1962,John Toll,Fox 2000 Pictures
The Theory of Everything,503,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,7.7,15000000,26,Nov,2014,123,English,UK,PG-13,2.35,Focus Features,3289,James Marsh,Eddie Redmayne,584,Emily Watson,1662,Simon McBurney,7983,Color,Biography|Drama|Romance,0,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,0,0,0,0,0,1,0,0,0,1,0,0,0,1607,Benoaaet Delhomme,Working Title Films
Friday,507,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,7.3,3500000,26,Apr,1995,97,English,USA,R,1.85,New Line Cinema,6,F. Gary Gray,Nia Long,2303,John Witherspoon,9843,Tony Cox,11546,Black and White,Comedy|Drama,1,bully|drug dealer|first part|neighbor|neighborhood,0,0,0,0,0,0,0,0,0,1,0,0,0,1642,Gerry Lively,New Line Cinema
Maria Full of Grace,510,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,7.5,3000000,6,Aug,2004,101,Spanish,Colombia,R,1.85,Fine Line Features,254,Joshua Marston,Catalina Sandino Moreno,5176,Wilson Guerrero,536515,Yenny Paola Vega,239419,Color,Crime|Drama,0,colombia|colombian|drug mule|money|stomach,0,0,0,0,0,0,0,0,0,1,0,0,1,14293,Jim Denault,HBO Films
Remember the Titans,518,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,7.8,30000000,29,Sep,2000,120,English,USA,PG,2.35,Buena Vista Pictures,450,Boaz Yakin,Ryan Gosling,215,Denzel Washington,341,Ethan Suplee,2301,Color,Biography|Drama|Sport,1,american football|based on true story|head coach|high school|school,0,0,0,0,0,0,0,1,0,1,0,0,0,1387,Philippe Rousselot,Jerry Bruckheimer Films
Chappie,519,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,6.9,49000000,6,Mar,2015,120,English,USA,R,2.35,Columbia Pictures Corporation,1021,Neill Blomkamp,Hugh Jackman,336,Sharlto Copley,1315,Jose Pablo Cantillo,9550,Color,Action|Crime|Drama|Sci-Fi|Thriller,0,artificial intelligence|consciousness|future|mind uploading|robot,1,0,1,1,0,0,0,0,0,1,0,0,1,2007,Trent Opaloch,Columbia Pictures Corporation
Gosford Park,523,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,7.3,19800000,18,Jan,2002,131,English,UK,R,2.35,USA Films,748,Robert Altman,Kristin Scott Thomas,2364,Bob Balaban,6492,Tom Hollander,3731,Color,Drama|Mystery,0,country house|murder|producer|servant|shooting party,0,0,0,0,0,0,0,0,0,1,0,0,0,2593,Andrew Dunn,USA Films
Fame,528,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,5,18000000,16,May,1980,123,English,USA,PG,2.35,Metro-Goldwyn-Mayer (MGM),12,Kevin Tancharoen,Kelsey Grammer,2216,Kay Panabaker,4880,Megan Mullally,545,Color,Comedy|Drama|Musical|Romance,0,new york|performing arts|school|student|teacher,0,0,0,0,1,1,0,0,0,1,0,0,0,7348,Michael Seresin,Metro-Goldwyn-Mayer (MGM)
Platoon,535,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,8.1,6000000,6,Feb,1987,120,English,UK,R,1.85,Orion Pictures,790,Oliver Stone,Johnny Depp,121,Tom Berenger,2482,Kevin Dillon,5495,Color,Drama|War,0,1960s|famous score|hero|vietnam|vietnam war,0,0,0,0,0,0,0,0,0,1,1,0,0,1168,Robert Richardson,Hemdale
"For a Good Time, Call...",548,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,6,850000,26,Jan,2012,88,English,USA,R,2.35,Cinetic Media,3,Jamie Travis,James Wolk,4968,Ari Graynor,1606,Nia Vardalos,603,Color,Comedy,0,friend|friendship|gay|phone sex|sex,0,0,0,0,0,0,0,0,0,0,0,0,0,12383,James Laxton,AdScott Pictures
Rapa Nui,549,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,6.4,20000000,9,Sep,1994,107,English,USA,R,2.35,Warner Bros.,22,Kevin Reynolds,Esai Morales,850,Jason Scott Lee,5584,Sandrine Holt,2099,Color,Action|Adventure|Drama|History|Romance,1,easter island|location in title|statue|topless female nudity|two word title,1,1,0,0,0,1,0,0,0,1,0,0,0,21830,Stephen F. Windon,Majestic Films International
Little Women,550,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,7.3,15000000,25,Dec,1994,115,English,USA,PG,1.85,Columbia Pictures Corporation,362,Gillian Armstrong,Christian Bale,49,Kirsten Dunst,345,Eric Stoltz,2064,Color,Drama|Family|Romance,4,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,0,0,0,0,0,1,0,0,0,1,0,0,0,2021,Geoffrey Simpson,Columbia Pictures Corporation
Spotlight,551,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,8.1,20000000,20,Nov,2015,128,English,USA,R,1.85,Entertainment One,1886,Tom McCarthy,Billy Crudup,1807,Jamey Sheridan,8467,Brian d'Arcy James,8510,Color,Biography|Crime|Drama|History,2,cover up|investigation|journalist|newspaper|sexual abuse,0,0,0,0,0,0,0,0,0,1,0,0,1,826,Masanobu Takayanagi,Participant Media
Race,565,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1,7.1,30000000,19,Feb,2016,134,English,Canada,PG-13,2.35,Mister Smith Entertainment,225,Stephen Hopkins,William Hurt,2566,Tony Curran,3006,David Kross,6630,Color,Biography|Drama|Sport,0,1930s|athlete|nazi germany|olympics|track and field,0,0,0,0,0,0,0,1,0,1,0,0,0,8643,Peter Levy,Forecast Pictures
Once Upon a Time in Mexico,568,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,6.4,29000000,12,Sep,2003,102,English,USA,R,1.78,Columbia Pictures Corporation,304,Robert Rodriguez,Johnny Depp,121,Salma Hayek,704,Enrique Iglesias,13037,Color,Action|Crime|Thriller,1,agent|cia|mariachi|mexican|president,1,0,0,1,0,0,0,0,0,0,0,0,1,4732,Robert Rodriguez,Columbia Pictures Corporation
Dumb and Dumberer: When Harry Met Lloyd,571,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,3.4,19000000,13,Jun,2003,85,English,USA,PG-13,1.37,New Line Cinema,122,Troy Miller,Elden Henson,2857,Mimi Rogers,2235,Cheri Oteri,7958,Color,Comedy,0,1980s|buddy|high school|prequel to cult favorite|teenager,0,0,0,0,0,0,0,0,0,0,0,0,0,6798,Anthony B. Richmond,New Line Cinema
Beastly,574,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,5.6,17000000,4,Mar,2011,86,English,USA,PG-13,2.35,Sierra / Affinity,1204,Daniel Barnz,Alex Pettyfer,1625,Mary-Kate Olsen,2310,Erik Knudsen,5684,Color,Drama|Fantasy|Romance,1,love|maid|newscaster|student|tutor,0,0,0,0,0,1,0,0,0,1,0,0,0,2064,Mandy Walker,CBS Films
Pitch Perfect,576,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,7.2,17000000,5,Oct,2012,112,English,USA,PG-13,1.85,PTB Films,3275,Jason Moore,Anna Kendrick,54,Hana Mae Lee,1079,Ben Platt,3156,Color,Comedy|Music|Romance,4,a cappella|competition|dj|female protagonist|lesbian,0,0,0,0,1,1,0,0,0,0,0,0,0,1057,Julio Macat,Brownstone Productions (II)
